target,gpa,gre
0,2.799224979,654.2163746
0,3.085012277,594.8763062
0,3.119101592,548.8248292
0,3.38573187,582.5353663
0,3.122795457,649.2990336
0,3.430906139,419.7501942
0,2.974988653,623.3975576
0,3.467072844,604.0169117
0,3.444416467,473.5045795
0,2.968177681,541.7306049
0,2.904996877,607.1130668
0,3.018096365,501.5881053
0,3.474318047,661.969399
0,2.902248687,667.7385376
0,3.019333498,557.2459916
0,3.136414425,594.9832385
0,3.284218738,744.1576657
0,3.788716984,531.1057005
0,3.123864255,610.0151165
0,3.250495622,596.0578676
0,3.170515531,554.4152497
0,3.497400105,696.8706245
0,3.485598837,623.1160084
0,2.687906063,540.0356974
0,2.804895163,544.9431783
0,3.445072081,577.1543848
0,3.083063859,578.2464613
0,3.000160892,533.2112795
0,2.873149291,649.5392455
0,3.05843152,705.9014596
0,3.052046793,635.2923744
0,2.835886389,734.272807
0,3.024913345,586.9479731
0,2.867291243,600.3647096
0,3.041056511,680.4200125
0,3.486987718,473.2072204
0,3.145548825,451.1392104
0,3.068723922,714.9819338
0,3.493950954,687.4325049
0,3.380544361,490.0833766
0,3.218201954,684.0680725
0,3.493461809,476.2732251
0,3.458793541,573.0977579
0,3.438709223,548.3394968
0,3.320749953,716.1732754
0,3.688980641,644.8640451
0,2.92358061,622.5246654
0,2.910619511,619.3927634
0,3.309876409,518.2573215
0,3.090761997,609.3773305
0,3.33125413,539.3429936
0,3.207277181,556.4656981
0,2.93214663,564.7987636
0,3.120778142,593.7471639
0,3.266023778,574.1566637
0,3.337680261,540.4451766
0,3.078252632,528.5514613
0,3.073865209,483.0305493
0,3.044987474,564.2550105
0,3.000826858,579.834502
0,3.333380003,513.5551588
0,3.124172691,566.2668551
0,3.340564266,612.2639306
0,3.345809408,607.419152
0,3.084968546,642.5612752
0,3.630973102,554.4151765
0,2.929009127,612.3122935
0,3.229677789,563.682408
0,3.47067655,551.8740288
0,3.008433687,438.537099
0,3.604054743,553.2723551
0,3.222918184,557.419838
0,2.615362106,548.9659133
0,3.156369827,652.3418739
0,3.229056341,568.5769418
0,3.067959006,540.0569833
0,3.630556548,540.8135921
0,3.06844479,597.5441222
0,2.969203911,648.3039993
0,3.055598267,686.6674563
0,3.619504148,463.7744156
0,3.269048853,614.2377001
0,3.419983816,497.6573335
0,3.278013648,612.6469912
0,2.923772207,672.7855036
0,2.690019313,640.1540297
0,2.973903591,561.0871145
0,3.733696551,524.5044119
0,2.660525655,611.9353348
0,2.965010915,693.3975813
0,2.854746562,532.2988942
0,2.973886124,646.9228425
0,3.202665896,576.5516965
0,3.247794786,518.556697
0,3.259123328,614.7004466
0,2.62530676,582.8352279
0,3.230623943,546.2740482
0,3.048871544,473.7788709
0,3.252543943,678.6157328
0,3.134656373,675.2863932
0,3.699874636,493.9202767
0,3.310073828,471.581791
0,3.364395829,624.5247773
0,3.704223215,514.0450389
0,2.844566372,703.0434618
0,3.767446526,565.9064403
0,2.80392995,561.5914179
0,2.762242747,572.1875285
0,3.41923441,547.6096548
0,3.119761685,558.0100436
0,3.122052368,571.9555127
0,2.941824856,598.2144149
0,3.256223284,542.8458963
0,2.885001897,510.4260772
0,2.943824779,535.5804395
0,3.309465286,538.9282445
0,3.237352658,643.4859722
0,3.672263056,643.9893282
0,3.279092058,636.202022
0,3.13427226,572.1081379
0,3.204654667,638.9710468
0,2.67125143,560.458376
0,3.417615308,656.6287366
0,3.457738423,702.3446109
0,3.047945341,631.9405267
0,3.895526234,647.8395938
0,3.150400132,514.1804736
0,2.9933131,494.688082
0,3.467048175,571.4146453
0,3.493100154,540.8098344
0,3.154254918,416.1929006
0,3.088197599,695.0898188
0,3.248228345,620.3700082
0,3.108219611,617.1033298
0,3.121694323,531.3910421
0,2.674039993,599.8958582
0,3.194040287,593.0058966
0,3.020869304,627.6734352
0,3.071071544,548.3745562
0,3.414035818,577.6656101
0,3.266654384,612.6121519
0,3.232388028,533.3076378
0,3.10370622,634.1046994
0,3.150267927,444.2232789
0,3.431848744,561.588027
0,2.78233814,558.0124939
0,3.322519999,583.8614086
0,3.164031063,598.9001948
0,2.859057878,485.1427347
0,3.040767252,749.832685
0,3.141668442,508.9693356
0,3.495586536,658.9653864
0,3.473825958,584.4918771
0,3.226953872,450.2886629
0,3.26819622,691.2609761
0,3.217731977,672.6132432
0,3.201273023,478.432871
0,3.540320253,555.027864
0,3.085858768,503.932903
0,3.534690632,467.4597326
0,3.053863051,729.9286544
0,3.054115242,546.787904
0,2.931774374,602.7660997
0,3.12353381,601.7122581
0,3.110348369,689.9908527
0,2.712046474,552.9581209
0,3.179447897,565.9509318
0,2.892132597,573.3800103
0,2.41814325,573.553498
0,2.987972502,651.6735696
0,3.183650842,675.1724876
0,3.294160347,518.0216651
0,2.930620652,671.6181128
0,3.1668846,486.6660613
0,2.818878151,539.3802782
0,3.487243422,539.7569507
0,3.122478196,599.2643002
0,3.316165494,628.2255796
0,2.6922252,795.1141057
0,3.428633364,543.0634468
0,2.976055734,622.8771008
0,3.155785317,624.0029255
0,3.294071257,645.5846053
0,3.07600279,680.9511059
0,3.365772472,599.9596893
0,3.387412884,508.5101298
0,2.773213583,527.1616116
0,3.171177039,497.8479734
0,3.309069767,407.8180471
0,3.718314938,602.8456938
0,2.909879569,629.5968773
0,3.243188306,665.619332
0,2.484329035,599.4848299
0,2.722735866,529.4512152
0,3.511414097,589.3762519
0,2.99605765,715.8516114
0,3.249891577,490.9320527
0,3.159249223,674.5089062
0,2.971741458,640.6284139
0,3.012032755,639.4034197
0,3.26483399,616.6285091
0,3.33893201,585.2441672
0,3.234733605,586.992382
0,3.120419436,655.0623502
0,3.5398182,557.1010148
0,3.189320252,595.6021311
0,2.819316723,633.1271785
0,3.072290192,519.9061203
0,3.16726716,572.8437849
0,2.972292279,644.2230637
0,2.989888112,561.7855446
0,3.287633062,496.5688522
0,3.40269974,667.2703844
0,2.950833125,555.0940699
0,3.276402662,577.9009629
0,3.170932063,565.2243245
0,3.044940053,574.1726943
0,2.995996271,555.2610409
0,3.316704016,502.4789826
0,3.260018899,662.1077981
0,3.612613298,563.1616281
0,3.586434982,552.4929289
0,3.273971656,532.502658
0,3.032155351,526.4152516
0,3.419178972,570.7889554
0,3.062964514,707.6172171
0,3.115330028,585.7448523
0,3.316141709,480.0373582
0,3.202371706,481.429935
0,2.940776841,588.6049029
0,3.530598224,586.1491802
0,3.127032326,625.5958593
0,3.138326347,490.9097065
0,2.819194576,415.4059015
0,2.749544101,639.7581446
0,3.426464721,589.2385106
0,3.107382141,600.1518847
0,2.71820732,541.3740672
0,3.091500668,638.8147176
0,3.184187415,683.3806002
0,3.04281514,605.0171095
0,2.847932781,597.1674898
0,3.092351284,656.1868118
0,3.348772194,605.9681968
0,3.000884629,598.5410342
0,3.135157693,568.4282743
0,3.282646878,601.9100107
0,3.104177276,653.8250196
0,3.292225287,587.6976689
0,3.255930906,621.2672148
0,2.746943749,529.966555
0,2.508367575,559.7298547
0,3.032666818,659.9210378
0,3.362794739,501.218033
0,3.32311452,666.0357854
0,2.909667093,604.4846798
0,3.090279811,633.9752703
0,3.010066388,583.5157738
0,3.21266924,658.6124495
0,2.894841373,555.0322548
0,3.202438024,610.7964894
0,3.255069298,593.1835985
0,3.462876519,577.7363085
0,3.141308865,650.0505593
0,2.92303586,560.0938807
0,2.86358954,568.316048
0,3.321899128,543.174854
0,3.24125548,446.6291011
0,2.966607717,627.6293179
0,3.36902743,681.2421949
0,3.2781418,661.888162
0,3.281487272,651.1313979
0,2.489852161,585.5152828
0,3.117591189,588.7163681
0,3.54025247,524.6706244
0,3.597077513,497.7333219
0,3.29504862,528.1946743
0,3.329859309,583.9598384
0,2.901478528,499.2614798
1,3.414375568,704.9342166
1,3.652732899,662.8542605
1,3.040573362,730.1355661
1,2.902208558,664.9388125
1,3.307680965,715.0000755
1,3.160208107,664.1481533
1,3.052436162,661.4012287
1,3.399581123,649.4829747
1,3.179445031,730.248802
1,3.968276188,621.3547855
1,3.02204416,614.5545268
1,3.582525409,574.1386028
1,3.880944281,628.9127369
1,3.08498992,617.237109
1,2.907652427,657.0922296
1,3.512115775,653.7442601
1,3.59222595,653.2780413
1,3.757647218,678.2653558
1,3.663139658,649.3489115
1,3.184699064,790.8941019
1,3.274541645,625.6097948
1,3.406306304,750.9437652
1,3.265542483,624.2916858
1,3.360308468,662.9806398
1,3.424273793,677.555275
1,3.120920629,608.9948641
1,3.194857614,696.1354443
1,3.509809807,635.4689043
1,3.552489978,667.3206433
1,3.436389547,685.5746928
1,3.352374005,668.0344951
1,3.556058912,589.044756
1,3.07612719,742.8569719
1,3.312396233,647.0948201
1,3.742518424,593.2815499
1,3.086839813,720.6970549
1,3.332231912,612.5734279
1,3.050905106,742.3779426
1,3.000446205,628.0606164
1,3.371169634,643.340952
1,3.157379396,726.880881
1,3.058745016,669.3746627
1,3.181360452,777.7969146
1,3.642110044,589.7294213
1,3.601719118,650.4175923
1,3.41330832,603.2423716
1,3.747203324,620.4510654
1,3.448206341,546.6460234
1,3.476921157,713.3738646
1,3.15545585,784.729935
1,3.47696652,647.3620797
1,3.63640369,694.6235951
1,3.567594818,591.3997379
1,3.587518653,694.3606508
1,3.655778495,575.4612593
1,3.533454346,633.3281518
1,2.714441303,612.6858666
1,3.607529951,585.2814497
1,3.623911529,430.9648484
1,3.288242024,674.0601381
1,2.85835902,720.1438261
1,3.804744423,681.4921957
1,3.62550269,606.3707
1,3.064386809,659.9154927
1,3.183203261,595.1955084
1,3.631865165,561.211942
1,3.240548379,780.0340538
1,3.348165518,604.2527845
1,3.645978436,749.8778191
1,3.485071769,562.0432492
1,3.445888191,710.0639098
1,3.388858507,571.7222331
1,3.049572345,738.6806833
1,3.462220708,633.1228245
1,3.206376654,759.0379527
1,3.19151626,712.0204839
1,2.828973431,716.3083084
1,2.948423344,677.9009407
1,3.605845878,721.3219342
1,3.527588429,479.2127551
1,3.936366074,560.6429325
1,2.975315935,601.3920623
1,3.609119869,645.4066609
1,2.995007217,648.2487405
1,3.28282978,622.9613635
1,3.314999391,687.730345
1,3.594540879,661.6344384
1,3.256471433,601.859874
1,3.470823899,647.7065759
1,3.179945548,617.5683671
1,2.934966729,611.6062918
1,2.93523773,658.9933511
1,3.065995737,772.107288
1,3.501319638,587.9434352
1,3.063861181,626.018986
1,3.763280511,701.2206087
1,3.330791152,646.7152574
1,3.578241646,595.0165205
1,3.378299113,688.2482997
1,3.471711799,733.5494647
1,2.965276929,665.9588705
1,3.780530072,577.1103131
1,3.807618298,617.1073266
1,3.146822057,525.3436109
1,2.945184616,594.7095991
1,3.338036544,779.4355279
1,2.855784933,709.6897459
1,3.695103552,652.8753745
1,3.307256756,607.5248737
1,3.621674506,646.1538686
1,3.4167758,778.116717
1,3.462106254,691.7741855
1,3.315944392,698.117106
1,3.560369434,787.0900704
1,3.080444491,566.8526188
1,3.60557622,570.6175188
1,4,544.1593983
1,2.983736153,714.828025
1,2.770604992,695.2736843
1,3.353992574,764.4304881
1,3.116340708,704.7278469
1,3.459693049,781.542412
1,3.373970102,636.5759307
1,3.330053158,723.4723963
1,3.381851029,658.2398809
1,2.879124031,659.555691
1,3.314589538,738.2574552
1,3.269800741,684.7226211
1,3.577178219,632.2563646
1,3.82467847,732.2462332
1,2.677698132,671.3728693
1,3.367605634,658.2777256
1,3.095929139,734.3402521
1,3.091111364,593.4661627
1,3.505770333,590.5710903
1,3.19292023,695.7672179
1,3.386732497,526.9968355
1,3.325837047,642.9547875
1,3.598453942,626.4241552
1,3.341485761,592.1489866
1,3.128130463,581.6117303
1,3.082641264,701.4579242
1,2.95024415,694.0831897
1,3.560415499,631.7334282
1,3.163068365,592.3036587
1,3.277949497,720.0624342
1,3.581405648,559.7648777
1,4,574.4829117
1,3.298076035,771.8754874
1,3.297922156,800
1,2.506390372,700.304931
1,3.068853406,754.1718941
1,3.050429247,649.7597291
1,4,677.899597
1,3.569039507,699.737356
1,3.085631079,571.5052938
1,2.914923443,795.1823759
1,3.725918793,641.372775
1,3.691227092,570.6229721
1,3.067876116,699.3191994
1,3.173245196,739.4602544
1,3.140863693,736.5979793
1,3.299799241,542.2859575
1,2.982477537,500.3803897
1,3.415593987,597.6970789
1,3.080983426,696.9481474
1,3.576924826,648.4117775
1,3.315793965,573.2366261
1,3.004007918,610.556794
1,3.591271351,673.5527527
1,3.549322447,645.2619125
1,3.205236616,752.1908743
1,2.91873623,636.1900191
1,3.213047178,742.7250004
1,3.673018916,649.6509313
1,3.466367969,800
1,3.540149726,615.932401
1,3.533926666,652.3318397
1,3.278988907,709.5648205
1,3.636720116,597.8255934
1,3.379220014,590.7870545
1,3.999329106,553.3493001
1,3.482522387,722.7731126
1,3.188329331,711.2617798
1,3.660708751,635.7241938
1,3.600823008,619.6721363
1,3.540075665,670.0362135
1,3.211389868,700.9464068
1,3.8172648,620.4280421
1,3.709950742,580.0063642
1,3.743523501,616.0732088
1,2.86271081,654.1408932
1,3.67424303,637.9225307
1,3.828585978,679.9437593
1,3.014845746,774.6152138
1,3.63618566,616.5253463
1,3.565735923,634.1756545
1,2.932025035,800
1,3.203220555,726.3093819
1,3.20853586,737.1680758
1,3.621649567,689.8473739
1,3.431330191,750.6887533
1,3.06521506,674.4587921
1,3.07707466,713.3991466
1,3.032121696,764.7901046
1,2.79490814,759.0548629
1,3.345487453,721.4714685
1,3.252482089,662.3408013
1,3.774355136,717.4635976
1,3.647133599,736.6831776
1,3.31067244,670.3723189
1,3.571313873,597.6881829
1,3.511203625,618.9298753
1,3.455576513,767.4773758
1,3.865960947,758.2017324
1,3.302553296,650.4503242
1,3.045051712,711.2354356
1,3.92245752,593.8245779
1,3.037395609,665.0905536
1,3.307639875,735.2718393
1,3.412467579,724.1417826
1,3.738324971,632.0761195
1,3.31321811,665.4750276
1,3.492179277,590.0320194
1,3.410395207,551.3117109
1,3.53241788,677.0190505
1,3.486940614,667.2653457
1,2.929347849,749.63374
1,3.764031819,611.9457664
1,2.944456828,624.2751404
1,3.583555846,657.6892112
1,3.567502944,570.9974095
1,2.948844855,683.3533042
1,3.088400324,644.0333203
1,3.785356308,633.641188
1,2.947545294,712.8226531
1,3.868572422,658.9120444
1,3.440105446,702.4580994
1,3.257304441,689.7733758
1,3.381358794,720.7184377
1,3.083956127,556.9180209
1,3.114418678,734.2976791
1,3.54901187,604.6975035
1,3.532752648,588.9861749
